id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_il_6m,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,issue_d
null,null,7000,7000,7000, 36 months, 11.47%,230.74,B,B5,Legislative Assistant,5 years,RENT,52000,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,200xx,DC,7.04,0,Sep-2008,0,null,null,2,0,8643,73.9%,3,w,3991.37,3991.37,3891.87,3891.87,3008.63,883.24,0,0,0,Aug-2017,230.74,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,8643,0,0,0,0,null,0,null,0,0,8125,74,11700,0,0,0,0,4322,3057,73.9,0,0,null,90,59,59,0,59,null,null,null,0,2,2,2,3,0,2,3,2,2,0,0,0,0,100,50,0,0,11700,8643,11700,0,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,10000,10000,10000, 36 months,  5.32%,301.15,A,A1,pres.,10+ years,MORTGAGE,70000,Not Verified,Current,n,null,null,debt_consolidation,Debt consolidation,721xx,AR,13.9,0,Apr-2003,0,null,6,6,6,3990,39.5%,10,w,5751.44,5751.44,4812.49,4812.49,4248.56,563.93,0,0,0,Aug-2017,301.15,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,92449,0,2,0,1,18,12164,40,0,1,1933,40,10100,0,0,0,3,15408,4737,33.3,0,0,127,138,19,16,3,19,null,18,null,0,2,3,2,2,3,3,4,3,6,0,0,0,0,100,0,0,6,121684,16154,7100,30434,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,3600,3600,3600, 36 months, 13.67%,122.47,C,C3,Accounting Office,1 year,RENT,23000,Source Verified,Fully Paid,n,null,null,medical,Medical expenses,433xx,OH,29.7,0,Dec-1996,1,57,58,8,1,3541,35.4%,30,w,0.00,0,3701.7200000373,3701.72,3600,101.72,0,0,0,Jun-2016,3584.72,null,Mar-2017,0,57,1,INDIVIDUAL,null,null,null,0,399,14223,2,2,1,2,3,10682,77,2,3,2904,60,10000,1,0,1,5,2032,2596,52.8,0,0,134,231,5,3,4,5,57,5,57,0,1,2,2,6,8,6,18,2,8,0,0,0,3,95.7,50,1,0,23845,14223,5500,13845,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,20000,20000,20000, 36 months,  9.75%,643,B,B3,Head Teacher,10+ years,RENT,49000,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,112xx,NY,17.1,0,Jan-2001,0,null,null,14,0,25554,54.3%,31,w,11825.27,11825.27,10266.33,10266.33,8174.73,2091.6,0,0,0,Aug-2017,643.0,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,43397,1,2,0,0,29,17843,116,1,3,7493,70,47100,0,0,0,3,3616,12771,66.4,0,0,65,182,3,3,0,53,null,20,null,0,5,7,5,17,3,12,28,7,14,0,0,0,1,100,60,0,0,62483,43397,38000,15383,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,7200,7200,7200, 36 months, 15.31%,250.69,C,C5,truckdriver ,2 years,MORTGAGE,60000,Source Verified,Fully Paid,n,null,null,other,Other,146xx,NY,13.38,1,Mar-2002,0,14,94,6,1,4489,49.9%,14,w,0.00,0,8260.7968031944,8260.8,7200,1060.8,0,0,0,Aug-2017,1012.7,null,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,515,154561,0,2,2,2,7,21617,89,0,0,3916,79,9000,0,1,1,2,25760,84,97.9,0,0,139,168,43,7,3,67,null,7,null,0,1,3,1,3,4,3,7,3,6,0,0,0,2,92.9,100,1,0,165822,26106,4000,24268,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,15000,15000,15000, 36 months,  9.16%,478.12,B,B2,Technician ,10+ years,RENT,85000,Not Verified,Current,n,null,null,credit_card,Credit card refinancing,905xx,CA,16.69,4,May-2001,2,5,null,10,0,18873,75%,15,w,8836.84,8836.84,7634.65,7634.65,6163.16,1471.49,0,0,0,Aug-2017,478.12,Sep-2017,Aug-2017,0,16,1,INDIVIDUAL,null,null,null,0,0,318777,1,2,1,1,12,22082,56,2,6,7793,75,25200,0,0,4,7,31877,3840,85,0,0,162,178,3,3,1,7,null,1,null,0,5,7,7,7,5,7,9,7,10,null,0,2,3,87,80,0,0,370369,40955,19200,39388,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,28875,28875,28875, 60 months, 19.53%,757.48,D,D5,Instructor,2 years,MORTGAGE,62789,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,836xx,ID,29.41,0,Sep-2004,0,null,null,24,0,40944,52.7%,39,w,23667.81,23667.81,12057.02,12057.02,5207.19,6849.83,0,0,0,Aug-2017,757.48,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,212516,1,1,0,0,36,7295,49,2,7,9217,52,77700,1,3,1,9,8855,24065,47,0,0,124,138,5,5,2,13,null,8,null,0,10,16,15,19,9,22,28,16,24,0,0,0,2,100,13.3,0,0,261700,48239,45400,15000,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,12000,12000,12000, 36 months, 11.47%,395.55,B,B5,Finance Manager,2 years,MORTGAGE,64130,Verified,Current,n,null,null,debt_consolidation,Debt consolidation,481xx,MI,25.32,0,May-1999,2,null,88,11,1,4000,22.7%,23,w,6843.25,6843.25,6654.4,6654.4,5156.75,1497.65,0,0,0,Aug-2017,395.55,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,2538,63153,2,4,3,3,1,58195,82,1,1,3323,70,17625,2,1,5,4,6315,7149,35,0,0,143,202,4,1,2,34,null,4,null,0,2,3,2,6,5,5,14,3,11,0,0,0,4,100,0,1,0,90610,63153,11000,70702,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,4600,4600,4600, 36 months, 14.46%,158.25,C,C4,Medical Assistant,7 years,RENT,48000,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,941xx,CA,36.22,0,Jun-1981,0,null,null,12,0,59112,37.3%,17,w,2797.50,2797.5,2524.61,2524.61,1802.5,722.11,0,0,0,Aug-2017,158.25,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,59473,0,0,0,0,null,0,null,1,1,10041,37,158600,0,0,0,1,4956,96931,36.7,0,0,null,417,9,9,0,9,null,null,null,0,8,9,9,12,0,11,16,9,12,0,0,0,1,100,33.3,0,0,159175,59473,153200,0,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,7000,7000,7000, 36 months,  7.89%,219,A,A5,Bartender,6 years,RENT,30000,Source Verified,Current,n,null,null,debt_consolidation,null,900xx,CA,10.2,0,Jul-1991,1,null,null,3,0,7095,64.5%,5,w,4091.64,4091.64,3497.86,3497.86,2908.36,589.5,0,0,0,Aug-2017,219.0,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,7095,0,0,0,0,null,0,null,1,1,5925,65,11000,0,0,2,1,3548,2575,69.7,0,0,null,296,7,7,0,150,null,0,null,0,1,2,2,4,0,3,5,2,3,0,0,0,1,100,0,0,0,11000,7095,8500,0,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,8000,8000,8000, 36 months, 15.31%,278.54,C,C5,VP/Operations and Compliance,10+ years,RENT,118000,Source Verified,Current,n,null,null,credit_card,Credit card refinancing,912xx,CA,16.63,0,Feb-2006,0,58,null,15,0,20421,54.6%,29,w,4889.47,4889.47,4443.03,4443.03,3110.53,1332.5,0,0,0,Aug-2017,278.54,Sep-2017,Aug-2017,0,72,1,INDIVIDUAL,null,null,null,0,127,67840,0,2,2,4,7,47419,92,1,6,6709,76,37400,0,0,1,10,4523,9479,68.3,0,0,121,114,8,7,0,8,69,7,69,4,6,6,8,12,11,13,18,6,15,0,0,0,3,88.9,62.5,0,0,89090,67840,29900,51690,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,5000,5000,5000, 36 months,  8.39%,157.59,B,B1,Physical Therapist,5 years,RENT,80000,Source Verified,Current,n,null,null,credit_card,Credit card refinancing,331xx,FL,24.55,0,Sep-1999,0,30,null,12,0,10140,77.4%,24,w,2931.57,2931.57,2516.78,2516.78,2068.43,448.35,0,0,0,Aug-2017,157.59,Sep-2017,Aug-2017,0,30,1,INDIVIDUAL,null,null,null,0,0,42509,0,3,0,2,18,32369,64,2,2,4435,67,13100,0,1,3,4,3864,550,93.4,0,0,155,198,9,9,1,9,30,7,30,4,3,7,4,10,6,9,17,7,12,0,0,0,2,83.3,100,0,0,63761,42509,8300,50661,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,18000,18000,18000, 60 months, 11.99%,400.31,C,C1,Fire Safety Director,10+ years,RENT,81000,Not Verified,Current,n,null,null,debt_consolidation,Debt consolidation,104xx,NY,18.36,0,Nov-2003,1,null,null,7,0,10335,45.1%,19,w,14195.57,14195.57,6380.98,6380.98,3804.43,2576.55,0,0,0,Aug-2017,400.31,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,46158,1,2,1,3,4,35823,82,1,1,3235,69,22900,1,1,2,4,6594,3365,49,0,0,107,148,11,4,0,101,null,4,null,0,1,4,1,5,7,5,12,4,7,0,0,0,2,100,0,0,0,66512,46158,6600,43612,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,22525,22525,22525, 60 months, 18.25%,575.06,D,D3,Regional Sales Manager,1 year,MORTGAGE,98000,Not Verified,Current,n,null,null,debt_consolidation,Debt consolidation,852xx,AZ,27.19,0,Oct-2004,2,25,null,11,0,19554,59.8%,48,w,18349.17,18349.17,9326.56,9326.56,4175.83,5150.73,0,0,0,Aug-2017,575.06,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,309609,2,4,2,2,6,56381,87,0,5,10801,75,32700,1,3,6,8,28146,11348,58.3,0,0,97,137,14,6,2,14,null,6,null,0,2,6,2,11,19,6,27,6,11,0,0,0,3,97.9,50,0,0,343858,75935,27200,76532,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,11700,11700,11700, 60 months, 23.13%,330.71,F,F1,Vice President,7 years,MORTGAGE,230000,Source Verified,Fully Paid,n,null,null,home_improvement,Home improvement,773xx,TX,6.94,0,Jun-1994,0,57,null,11,0,0,0%,24,w,0.00,0,13119.48,13119.48,11700,1419.48,0,0,0,Oct-2016,11496.0,null,Aug-2017,0,57,1,INDIVIDUAL,null,null,null,0,4135,403633,3,2,2,2,4,75468,95,4,7,0,27,24100,1,0,9,11,36694,13600,0,0,0,120,261,2,2,4,2,null,4,57,3,0,0,7,7,7,8,13,0,11,0,0,0,7,87,0,0,0,433726,75468,13600,77311,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,4500,4500,4500, 36 months, 12.99%,151.61,C,C2,null,10+ years,RENT,60000,Source Verified,Fully Paid,n,null,null,debt_consolidation,Debt consolidation,277xx,NC,20.52,0,Jun-2004,2,32,null,22,0,9529,23.9%,47,w,0.00,0,4905.5048304592,4905.5,4500,405.5,0,0,0,Jan-2017,3695.88,null,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,183618,6,2,3,4,4,22743,95,6,7,3586,26,39900,2,1,7,13,8346,12151,29.4,0,0,126,141,2,2,8,4,32,1,32,0,2,3,8,14,10,18,28,3,22,0,0,0,10,95.7,12.5,0,0,239996,33041,17200,44323,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,1000,1000,1000, 36 months,  9.75%,32.15,B,B3,Registration clerk,2 years,OWN,38000,Source Verified,Current,n,null,null,credit_card,Credit card refinancing,141xx,NY,13.41,0,Sep-1993,0,31,null,4,0,1411,40.3%,12,w,591.26,591.26,513.32,513.32,408.74,104.58,0,0,0,Aug-2017,32.15,Sep-2017,Aug-2017,0,50,1,INDIVIDUAL,null,null,null,0,0,3272,1,1,0,0,57,1861,13,2,2,1269,19,3500,0,0,0,2,818,131,90.6,0,0,57,270,3,3,0,12,50,13,50,3,1,3,1,5,1,3,11,3,4,0,0,0,2,58.3,100,0,0,17438,3272,1400,13938,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,13000,13000,13000, 60 months, 11.47%,285.71,B,B5,Shipper/receiver,2 years,RENT,41000,Source Verified,Current,n,null,null,credit_card,Credit card refinancing,030xx,NH,15.02,0,Jan-2008,0,null,null,9,0,11459,59.7%,12,w,10035.08,10035.08,4794.93,4794.93,2964.92,1830.01,0,0,0,Aug-2017,285.71,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,11607,0,0,0,0,34,148,4,0,0,2284,51,19200,0,2,0,0,1290,6150,45.1,0,0,65,98,31,31,0,33,null,null,null,0,5,7,5,6,3,8,9,7,9,0,0,0,0,100,0,0,0,22700,11607,11200,3500,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,15000,15000,15000, 36 months,  6.97%,462.96,A,A3,emergency room technician,8 years,RENT,60000,Verified,Current,n,null,null,other,Other,211xx,MD,4.52,1,Nov-2005,0,23,null,8,0,7862,33.2%,12,w,8717.45,8717.45,7395.74,7395.74,6282.55,1113.19,0,0,0,Aug-2017,462.96,Sep-2017,Aug-2017,1,null,1,INDIVIDUAL,null,null,null,0,89,7862,1,0,0,0,123,0,null,2,3,4745,33,23700,1,1,2,3,983,12732,36,0,0,123,124,2,2,0,2,23,8,23,0,4,5,5,6,1,8,11,5,8,0,0,0,2,91.7,20,0,0,23700,7862,19900,0,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,38000,38000,38000, 60 months, 19.99%,1006.56,E,E1,Software Quality Analyst,3 years,RENT,95000,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,913xx,CA,5.85,0,Oct-2000,0,null,null,7,0,7794,27.3%,10,w,31215.27,31215.27,16020.56,16020.56,6784.73,9235.83,0,0,0,Aug-2017,1006.56,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,510871,0,1,0,1,24,2587,36,0,0,4792,29,28500,0,0,0,1,72982,20706,27.3,0,0,69,185,25,24,1,25,null,24,null,0,3,3,5,7,2,5,7,3,7,0,0,0,0,100,20,0,0,588225,10381,28500,7166,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,8000,8000,8000, 36 months,  8.39%,252.14,B,B1,Category Merchandiser,10+ years,MORTGAGE,35000,Not Verified,Fully Paid,n,null,null,debt_consolidation,Debt consolidation,050xx,VT,17.8,0,Mar-2000,0,null,null,7,0,5641,41.2%,9,w,0.00,0,8397.98,8397.98,8000,397.98,0,0,0,Nov-2016,6892.6,null,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,154226,2,1,0,1,16,7824,56,2,2,3472,49,13700,1,0,1,4,25704,6359,47,0,0,131,192,5,5,2,5,null,8,null,0,2,2,3,3,2,5,5,2,7,0,0,0,3,100,50,0,0,169619,13465,12000,14083,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,11500,11500,11500, 60 months, 18.25%,293.6,D,D3,null,n/a,RENT,31986.96,Verified,Fully Paid,n,null,null,debt_consolidation,Debt consolidation,104xx,NY,11.82,0,Oct-2000,0,null,58,7,1,4018,57.4%,11,w,0.00,0,12142.9199203991,12142.92,11500,642.92,0,0,0,Aug-2016,141.61,null,Jul-2016,0,null,1,INDIVIDUAL,null,null,null,0,0,7872,0,1,0,1,13,3854,77,0,0,1451,66,7000,0,0,0,1,1574,1155,74.3,0,0,13,185,62,13,0,62,null,null,null,0,3,4,4,7,1,6,10,4,7,0,0,0,0,100,66.7,0,0,12000,7872,4500,5000,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,20000,20000,20000, 36 months,  5.32%,602.3,A,A1,IT,10+ years,OWN,102000,Not Verified,Current,n,null,null,credit_card,Credit card refinancing,770xx,TX,18.24,0,Dec-1980,0,null,null,17,0,29331,28.3%,21,w,11502.88,11502.88,9624.98,9624.98,8497.12,1127.86,0,0,0,Aug-2017,602.3,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,50082,1,2,1,1,6,20751,63,1,1,10448,37,103600,1,0,3,2,3130,71569,29.1,0,0,137,423,9,6,0,9,null,6,null,0,5,5,12,15,3,15,18,5,17,0,0,0,2,100,0,0,0,136819,50082,100900,33219,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,32000,32000,32000, 60 months,  7.89%,647.17,A,A5,Assembly/ Test Tech Sr.,3 years,RENT,93000,Source Verified,Charged Off,n,null,null,debt_consolidation,Debt consolidation,926xx,CA,17.58,0,Nov-2001,0,null,null,14,0,6333,12%,31,w,0.00,0,6693.65,6693.65,4764.58,1929.07,0,0,0,Feb-2017,647.17,null,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,44850,1,3,1,3,11,38517,83,1,3,621,32,52800,1,3,5,6,3450,22479,2.7,0,0,141,172,0,0,2,48,null,2,null,0,1,2,5,8,11,11,18,2,14,0,0,0,2,100,0,0,0,108893,44850,23100,56093,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,6000,6000,6000, 36 months, 17.27%,214.73,D,D2,Driver,10+ years,RENT,41000,Source Verified,Current,n,null,null,major_purchase,Major purchase,104xx,NY,23.8,0,Dec-2011,1,null,null,12,0,16075,72.1%,12,w,3708.60,3708.6,3424.17,3424.17,2291.4,1132.77,0,0,0,Aug-2017,214.73,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,29521,2,1,0,1,13,13446,68,3,9,6264,70,22300,9,0,2,10,2460,1792,87.1,0,0,13,51,4,4,0,5,null,4,null,0,4,10,4,4,1,11,11,10,12,0,0,0,3,100,75,0,0,42060,29521,13900,19760,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,35000,35000,35000, 36 months,  5.32%,1054.02,A,A1,Claims RTL,3 years,MORTGAGE,146000,Verified,Fully Paid,n,null,null,debt_consolidation,Debt consolidation,774xx,TX,14.53,0,Nov-2003,0,null,null,13,0,32120,72%,34,w,0.00,0,37003.497243341,37003.5,35000,2003.5,0,0,0,Aug-2017,21213.89,null,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,274783,0,5,0,0,25,42525,72,0,1,10543,72,44600,1,0,2,1,21137,8280,79.5,0,0,115,148,19,19,1,19,null,0,null,0,6,6,6,7,22,7,11,6,13,0,0,0,0,100,66.7,0,0,312145,74645,40400,58909,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,12000,12000,12000, 36 months, 11.47%,395.55,B,B5,Postdoctoral Researcher,2 years,RENT,56000,Verified,Current,n,null,null,debt_consolidation,Debt consolidation,021xx,MA,9.98,0,Dec-2010,0,null,null,8,0,11077,49.2%,10,w,7169.44,7169.44,6313.51,6313.51,4830.56,1482.95,0,0,0,Aug-2017,395.55,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,19321,0,1,0,0,63,4720,118,1,3,4632,63,22500,0,0,0,3,2415,10430,50.8,0,0,63,63,12,12,0,12,null,23,null,0,5,6,5,6,1,6,8,6,8,0,0,0,1,100,40,0,0,30600,19321,21200,4000,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,7000,7000,7000, 36 months,  9.75%,225.05,B,B3,Pharmacy Technician,2 years,RENT,46800,Source Verified,Fully Paid,n,null,null,debt_consolidation,Debt consolidation,946xx,CA,23.74,0,Nov-1993,0,65,null,21,0,9742,24.4%,45,w,0.00,0,7676.0964958317,7676.1,7000,676.1,0,0,0,Jun-2017,4758.03,null,Aug-2017,0,65,1,INDIVIDUAL,null,null,null,0,0,26048,3,2,2,4,6,16306,82,3,7,5991,43,40000,3,4,4,11,1240,19043,32.7,0,0,101,268,2,2,2,2,81,3,71,5,3,6,11,19,7,19,36,6,21,0,0,0,5,86.7,9.1,0,0,60000,26048,28300,20000,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,10000,10000,10000, 36 months, 18.25%,362.78,D,D3,city carrier,9 years,RENT,62000,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,925xx,CA,13.7,0,Sep-2007,0,78,null,3,0,3232,97.9%,6,w,6215.64,6215.64,5784.2,5784.2,3784.36,1999.84,0,0,0,Aug-2017,362.78,Sep-2017,Aug-2017,0,78,1,INDIVIDUAL,null,null,null,0,0,24269,0,2,2,3,8,21037,88,0,1,3232,89,3300,4,0,4,4,8090,68,97.9,0,0,102,99,15,8,0,15,78,6,78,1,1,1,1,2,4,1,2,1,3,0,0,0,2,100,100,0,0,27277,24269,3300,23977,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,10000,10000,10000, 36 months,  5.32%,301.15,A,A1,Key account rep,5 years,MORTGAGE,58000,Not Verified,Current,n,null,null,credit_card,Credit card refinancing,142xx,NY,18.19,0,Aug-1997,0,46,null,12,0,11587,43.2%,34,w,5751.44,5751.44,4812.49,4812.49,4248.56,563.93,0,0,0,Aug-2017,301.15,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,82408,0,2,1,1,10,22200,70,0,2,9264,58,26800,1,0,2,4,7492,6555,60,0,0,223,222,17,10,1,17,null,10,null,0,2,4,4,6,12,9,21,4,12,0,0,0,1,97.1,25,0,0,108669,33787,16400,31672,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,10000,10000,10000, 60 months,  7.89%,202.24,A,A5,ndi tech,5 years,MORTGAGE,55000,Not Verified,Current,n,null,null,other,Other,050xx,VT,16.6,0,Aug-2002,0,null,null,7,0,6891,42.3%,16,w,7705.09,7705.09,3227.07,3227.07,2294.91,932.16,0,0,0,Aug-2017,202.24,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,132627,0,2,1,2,12,13207,44,0,1,6084,43,16300,0,1,4,3,18947,7409,48.2,0,0,121,163,20,12,4,20,null,0,null,0,3,3,3,4,6,4,6,3,7,0,0,0,1,100,33.3,0,0,171734,20098,14300,30114,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,6000,6000,6000, 36 months, 21.18%,226.61,E,E3,null,n/a,RENT,45000,Verified,Current,n,null,null,debt_consolidation,Debt consolidation,925xx,CA,38.56,0,Aug-2001,1,69,17,8,1,1731,24%,16,f,3790.66,3790.66,3611.64,3611.64,2209.34,1402.3,0,0,0,Aug-2017,226.61,Sep-2017,Aug-2017,0,69,1,INDIVIDUAL,null,null,null,0,0,41081,4,4,3,3,1,39350,78,3,4,265,71,7200,4,1,8,7,5135,3735,6.6,0,0,105,175,1,1,2,14,69,1,69,1,1,4,1,2,8,4,6,4,7,0,0,0,6,93.3,0,1,0,57707,41081,4000,50507,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,19200,19200,19200, 36 months,  7.89%,600.69,A,A5,Administrative Assistant,2 years,RENT,40000,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,208xx,MD,19.29,0,Feb-1990,0,null,null,12,0,18460,47.8%,31,w,11222.72,11222.72,9594.21,9594.21,7977.28,1616.93,0,0,0,Aug-2017,600.69,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,70345,0,1,0,0,107,51885,null,0,0,5897,48,38600,0,0,2,0,7035,19842,47.2,0,0,250,313,68,68,0,68,null,8,null,0,8,9,10,18,10,11,21,9,12,0,0,0,0,100,25,0,0,74591,70345,37600,35991,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
